Name,Rating,Review,ZeroShotSentiment
No Name,5.0,i like tom hardy's acting on this one !!!,positive
No Name,5.0,amazing what a masterpiece i was involved the entire movie amazing,positive
No Name,4.0,"controversial pero muchísima acción, fabulosa elección para ver!!😍",positive
No Name,5.0,exelente película. muy buena,positive
No Name,5.0,una obra de arte !!!,positive
No Name,5.0,"es una gran película de acción y es muy emocionante, divertida y con gran secuencia, un placer verla.",positive
No Name,5.0,excellent production available on various platforms,positive
No Name,4.0,"una película de acción interesante, con buenos efectos especiales y buenos actores.",positive
No Name,5.0,excelente remake the madmax,positive
No Name,5.0,mucha accion pero me gusto la de ls 80,positive
No Name,5.0,"una película muy recomendable para verla junto a tu familia, mucha acción que te sorprenderán los efectos.",positive
No Name,4.0,with lots of thrills and top notch action sequences mad max fury road never fails to disappoint.,positive
No Name,5.0,exelente pelicula de accion,positive
No Name,5.0,excelente película recomendable,positive
No Name,3.5,"este peli es un clásico, recomendada para ver una tarde de domingo",positive
No Name,5.0,"mad max ha sido una zaga iconica en el mundo del cine, desde que mel gibson la puso en el plano del mundo, con esa visión futurista del desastre mundial, es esta última hay mucha acción, velocidad y fabulosos monster cars. una joyita del cine mundial.",positive
No Name,5.0,totalmente buena recomendable,positive
No Name,5.0,"no pudieron haberlo hecho mejor, mad max es de mis sagas favoritas y esta adaptación es lo mejor",positive
No Name,5.0,"amazing movie, the best mad max ever made. excellent acting, plot, and scenery.",positive
No Name,4.0,"a great, i don't know, retelling?  felt like it should have been mashed between road warrior and thunderdome.  but great fun and worth a watch.  will there be another?",positive
No Name,4.0,everything in this movie is brilliant! satisfying and crazy amazing! recommend!,positive
No Name,5.0,推薦一家好茶莊 純台正妹 各行各業正妹短期兼職 一律現金消費 不喜歡可退換 在校學生/熟女人妻/空姐模特/jkf女郎網路紅人都可約喔 tg搜索nini9595 聯絡瀨5280366,negative
No Name,5.0,"at first, i hated it. it was so over-the-top stupid that i couldn't bring myself to finish it, until i did the drinker and downed a bottle of jack while watching. and now i can't get enough of this movie. fury road is a masterpiece in it's own right. just don't take it too seriously. and get yourself a drink while watching it!",negative
No Name,4.5,black and chrome edition.   this may be the definitive version of mad max fury road.,positive
No Name,2.0,i don't understand the hype,negative
No Name,5.0,the sheer originality and creative facets of the story and the action must be seen! and charlize theron is a true bad-ass.,positive
No Name,5.0,"sarah connor, helen ripley and furiosa for top woman leads taking over the leading man.",positive
No Name,0.5,i really have no idea why this is reviewed so well. a really poor film. saw it in the cinema and couldn't believe all the reviews.,negative
No Name,4.5,like a comic book come to life.,positive
No Name,3.5,"""mad max: fury road"" is a mind-bending thrill ride that feels like dune author frank herbert dropped acid and penned a contemporary action extravaganza—simply awesome! the film's relentless pace and imaginative world-building leave audiences craving more of its adrenaline-pumping energy. however, amidst the chaos, the lack of chemistry between tom hardy and charlize theron is apparent, and reading about their rumored off-screen discord adds a layer of intrigue to this explosive cinematic experience.""",positive
No Name,5.0,"one of the best theatre experiences of my life. i almost immediately knew no home viewing could ever compare, and i am grateful for having gone to see it. this film is an action-packed joyride from start to finish. it is easy for franchises to fall short, but fury road raises the bar to a new level.",positive
No Name,5.0,"best action movie ever made, with amazing shots, characters, universe ambiention, and music. this is a must see.",positive
No Name,5.0,i love this movie so much because it highlights how the world is like after a apocalyptic event. it shows how humans adapt and how evil people can be. it also displays the consequences of people all being in a sort of cult (?)   i enjoyed it so much. though i wish it would have shown more of a background on the wives. i also wished it didn't kill off nux. i truly saw a character redemption for him.,negative
No Name,4.5,one of the most entertainment and action packed post apocalyptic adventure that never feels like a snore 9/10,positive
No Name,5.0,"might be the best action movie ever made. besides the opening narration and some quick plot starters, the entire movie is one continuous two-hour-long car chase across the lovely wasteland. while watching, you are completely transported to a new world and can see and feel the real stunt work, the apocalyptic vehicles, and you are just left to marvel at it all and live on the edge of your seat in the process. it's impeccably shot and edited and scored and the main protagonists in charlize theron (imperator furiosa) and tom hardy (max rockatansky) are just a badass pair. you get the feeling george miller did everything he ever wanted in a mad max film with his imagination and love, and maybe ended up making the best action/chase movie of all time.  top genres - action, adventure, sci fi, thriller fiction/nonfiction - fiction runtime - 2:00  genre(s) rating -action - 10 -adventure - 10 -sci fi - 8 -thriller - 8  genre average score: 9 directing: 9 cinematography/lighting: 10 story/narrative: 10 structure: 9 dialogue: 10 score(music): 10 editing: 10 acting: 10 characterization: 10 mise en scène/visual design: 10 visual effects: 10 costumes/makeup: 10 lasting impact: 10 originality: 10  overall: 9.27 (4.67 rt)   setting, conflict, character, dialogue, theme, plot, and climax: a+  audience engagement (do you feel runtime): no",positive
No Name,4.0,"some of the best action sequences put to the big screen are found in this movie. the visuals and costumes are stunning and impossible to take your eyes off of. the story is fun, but not very deep or enthralling, but that's not what you want to look for in this film.",positive
No Name,0.5,"the worst film i've ever watched, boring and horrible storyline",negative
No Name,5.0,"the film has a touch similar to zack snyder's works, but with greater cinematic maturity. it's a seventh-art wonder, with electrifying scenes and deep performances. i dare say that it is somewhat feminist, which i like very much. i had the opportunity to see it recently in black and white and i was pleasantly surprised. what a show!",positive
No Name,5.0,this is one of the best movies i've seen in the past 10 years,positive
No Name,3.0,"very far from the classic mad max. the actor (tom hardy) was very good as max, but the enviroment and story was horrible. a lot of action, ok, can´t disagree, but unfortunelly i cannot recommend this movie. could be a lot better.",negative
No Name,5.0,this movie it's a lesson on cinematography and editing for action movies. it is just masterful crafted,positive
No Name,5.0,"total insanity from start to finish, awesome.",positive
No Name,5.0,"a gripping, visually stunning and laconic masterpiece!",positive
No Name,5.0,an average day in america,neutral
No Name,0.5,"i would give this movie 0 stars if i could i wish it was never made so boring and whenever a character died i did not even care infact i wish every character in that movie died so i could finish it i had more enjoyment watching a clock change time than watch this movie.i can describe this movie in 3 words trashy dusty nasty if you want to watch a movie about cars than watch fast and furius its dookie 💩💩💩💩💩💩💩💩 the camrea angles wore horrible if you have bought this 20 doller movie i am sorry for you the worst part is that it costed $154.6–185.1 million to make somone could have used that for somthing good but no they used it for this horrible movie  the acting is cheesy and the script is as good as a baby talking into a microphone they filming looks like it is filmed from a dusty windsheild making a nasty looking film too. i think you could have guesed that this movie sucks cause of its boxoffice making only 1,300$ i could make from a year of working at subway . every one tells me that this is a masterpeice but it is pure rotten eggs on a stick out of all movies that could have been made you hade to rip off of fast and furrius a real movie why could they have not made a movie about space or trains they made another poorly made ripof    (3) do (2) not (1) watch",negative
No Name,5.0,perhaps one of the best executed movies of all time. very rare that a movie is able to be a visual feast. great directing and practical effects.,positive
No Name,5.0,pure visual action mastery.,positive
No Name,5.0,"how does this have an rt audience rating under 90%?  don't watch this if you plan on sleeping in the next 48 hours, ‘cause you'll be too freakin pumped!",negative
No Name,5.0,the greatest action film ever made. period.,positive
No Name,4.0,a blessed hellride from start to finish.,negative
No Name,5.0,the best action movie out there - it gives us visual thrills and momentous sequences without losing any of the flair or heart throughout. a huge step up from the original mad max trilogy as well.,positive
No Name,4.5,"gritty, well-written, well-characterized, smartly designed, and adventurously weird",positive
No Name,5.0,"while this movie may not be everyone's ""cup of tea."" this is an action movie masterpiece in every way. so much effort was put into the creation of the cars, characters, the music, the ""wasteland."" not a scene felt wasted in any manner. it just starts and gets straight to the point. it's amazing how they created every vehicle in this movie as well. the effort matches the movie. every actor and actress played their roles to the upmost of their ability. amazing. watch it.",positive
No Name,5.0,this movie is a masterpiece!  george miller is the goat (greatest of all time). i'm looking forward eagerly to the prequel furiosa.,positive
No Name,5.0,"one of the best movies of 2015, and one of the best action movies in years. george miller has given us an adrenaline fuelled, non-stop dose of mayhem and action that is arguably better than the original.",positive
No Name,2.5,"good movie. nice performances. but nothing over the top. the movie could easily be called ""george fury road"" and still be that movie. what i mean is that they should leave max the character and introduce another one. it was more of an action movie rather than a tense fils like the previous 3 were. the bad thing is that they are not revisiting the characters that were already introduced in the old movies and make a prequel that would show their stories .",negative
No Name,5.0,"spoilers this apocalyptic fiction follows max, a man coping with the death of his wife and child, who is captured by a group of survivors (more like lunatics), loyal to the tyrannical immortan joe. when furiosa takes joe's five wives in the war rig to bring them east to their liberty, max is dragged along in an insane adventure full of monster trucks, explosions, fire, death, bullets, gas, gas and more gas.   this is peak fiction. the apocalyptic desert that is depicted, the design of the war machines and costumes, the character arcs, fire, explosions, scale... its an action-fuelled masterpiece. the world miller has crafted is so erratic, chaotic and octane filled - its insane and beautiful. a wasteland where humans treat gas like a god, completely obsessed with badass-looking vehicles and meeting their death on the road. i wanted more when the credits rolled, more time to explore this eccentric world and its characters. for lack of a better term the shit in this movie is strait up cool. like look at the concept art for vehicles, the costumes and the landscape - and tell me its not fucking cool! the production design reminds me of blade runner, not because it is at all similar, but because it is visually striking, unique, imaginative and captivating. they have created a world here which is not ours, a fictional world with nuances and touches that make it wonderful to get lost in.   it was essentially non-stop action for two hours, and it never got old or boring, just high stakes over and over and over. the war rig was practically a character in itself and the battles moving at high speed will be forever etched in my mind. two hours of strait action and i could have done with two more. there was some very credible and satisfying character arcs here as well amidst the explosions. nux is absolutely the most notable. at the start of the film i hated this man and his people for their octane filled delusions of valhalla and blatant insanity, but by the end i saw nux as a man who put his life on the line for who he now considers friends. he escaped from the lies and oppression joe was feeding his people. it was a powerful character transition and death. max's relationship with furiosa and the wives is a pleasure to see unravel and become somewhat friendly at the end too.   one thing i really like about this film too is how it doesn't give you any exposition or explanation for the wasteland, factions, people, and how they came to be. at first i was confused (i haven't seen the originals), but i came to realize that them not opening the film up with some expedited narration, or exposition from the characters - makes it so much more intriguing and enthralling. the creators don't owe first time watchers an explanation as there's tons of previous movies and lore, and i like how we are not ‘babied' into this world, but simply taken along for the ride.   overall, mad max combines masterfully imaginative production design, world building, characters and gas to create one of the best action films i've ever seen.",positive
No Name,4.5,a great reboot of mad max franchise with ideas of cars and trucks demonstrating through desert. thrilling and keep you engaged with this action film until the end.,positive
No Name,4.5,"in a visually stunning and consistently fast-paced action film, the characters are developed through the depiction of their nature, their decisions and their behaviour. no explanations or dialogue are required, as every detail of each character and the environment already tells a complete story.",positive
No Name,1.0,"okay - so which version did all the positive reviewers watch?  it can't have been this one.  the movie's plot was 'let's drive into the desert and then drive back again'. oh and car chase, crash, fire, stupid 'heavy metal' guitar, charlise theron, some ugly dude being dystopian (or something) and - well that's it.  i was bored.",negative
No Name,4.0,"one of the only ideologically driven movies made in the last 8 years that actually manages to stay entertaining.  it's a bit of a circus ride, but that's kind of what you want in a mad max movie, no?",positive
No Name,5.0,"""mad max: fury road"" is one of my favorite films ever experienced, depicting action and violence of a deadly high-speed chase throughout the wastelands, dealing with survival over humanity, feminism, and an anti-hero haunted by visions of his deceased loved ones.",positive
No Name,2.5,"i am aware that they had to re-cast max due to mel being old, but it still felt sacrilegious. they didn't need to make this movie. it has its scenes that look cool, especially the early chase scenes. but max is largely a background character in a movie named after him.",negative
No Name,5.0,"the world building is brisk, and vast and the action is just stunning. this ones a must  see.",positive
No Name,5.0,"simple yet complex, i struggle to find the right words for this film.",negative
No Name,5.0,this is my favourite f***ing movie of all time.,positive
No Name,5.0,best movie ever ! perfect action movie,positive
No Name,1.5,"i really don't get it: such a bad movie, boring, just pure violence, no real story behind, and have such a rating, it is totally non-understandable! so much b*llsh*t.",negative
No Name,5.0,an extremely fast-paced and adrenaline-pumping action movie that you can't take your eyes off of. a great watch!,positive
No Name,5.0,"its bloody gorgeous in cinematography, action, pacing, editing, acting what more could be said every shot in this movie could be a desktop background tell you what its definitely on my desktop background slideshow. they knew what they wanted to do with this movie the passion seeps through the screen in the most testosterone filled way i've ever seen. few say that the plots too basic and the lore isn't explained at all, yeh and? the film makers are leaving it up to interpretation, their showing glimpses rather than telling all. its like drawing on dotted lines to complete the drawing it's why we're shown glimpses of max's past we don't fully know what happened but it's up to us to put the pieces together. it says a lot without showing too much throughout this entire movie. what else can i say that hasn't already been said? this is a perfect action movie the best of the 2010s in my opinion.",positive
No Name,4.5,entertaining movie that does the franchise justice.,positive
No Name,3.5,good visuals lift up what is otherwise a series of action sequences loosely tied together with an ill-defined protagonist. i'm aware that is appealing to some but i'd rather have clear motivation for the plot to be progressed opposed to grunting and mumbling.,positive
No Name,5.0,"a magnificent, visceral, dystopian, post apocalyptic, dark beauty. mad max 2 was argueably the post nuclear action drama pinnacle, purely for the impact it made by literally spawning the genre. it was often copied but ironically only ever equalled once and that was by this. its as though the pinnacle of the genre was given a massive dose of steroids and told you said its mother was a whore. a true, snarling, angry, spiritual successor that surpasses everything before it in terms of sheer spectacle. utterly magnificent and easily sets a new gold standard in terms of live action carnage. the cast all do their jobs superbly. theron layers her performance beautifully and hardy provides a near monosalabic, worldweary, yet expressively wide physical performance. . wonderful. very close to the top of my all time favourite films list and bang at the top for post armageddon dystopia. treat yourself, watch mad max 2 and then this for the ride of your life. ""oh, what a day! what a lovely day!""",positive
No Name,4.5,mad mix is an entertaining movie that delivers on both the action and comedy fronts. the storyline is good,positive
No Name,5.0,tom hardy and charlize theron in post-apocalyptyc australia + non stop gruesome action and despair. what's not to like!,negative
No Name,2.5,tocky on a saturday night,negative
No Name,0.5,if you liked this movie you are dumb,negative
No Name,4.5,"i feel like mad max: fury road will grow on me more as time progresses.  i thoroughly enjoyed it and i have it at an 88/100 but i think that upon one or two rewatches, it could make me greatest of all time list.",positive
No Name,5.0,100 best movie ever made,positive
No Name,5.0,one of the best action movie,positive
No Name,3.5,"i didn't what to make of this movie after knowing this was made by the same director as the previous films. this movie was strongly hyped and regarded highly but i wanted to see the original films first. within ten minutes i realized something, this isn't a sequel, but a reboot, with a new mad max, like the daniel craig bond movies replaced the previous bond movies.  a dystopian world that ran low on resources had led max rockatansky to become a once respectable lawman into a road warrior in a post-apocalyptic world who gets caught up in a fight for his life. captured and used for resources gets involved in a violent warlord's attempt to reclaim his offspring in five innocent expecting women taken from his care by a vicious but courageous female general known as furiosa. max escapes from the warlord only to run afoul of furiosa's mission but slowly but steadily gain each other's trust. but the warlord will not give up until he obtains his offspring as furiosa and mad max take the fight to the warlord.  i got to say i loved the previous mad max movies with all my heart, and just as sean connery will always be james bond to me, mel gibson will always be mad max. tom hardy is fine but he doesn't have mel's intensity and charisma. the real star of this movie is charlize theron who is amazing as an amazonian-type character furiosa. not as feral as i heard described, but smart and brave as well as strong. george miller should make more movies with her. all things considered a good movie, but not as great as the previous movies.",positive
No Name,4.5,"mad max fury road has always been that one blockbuster of the last 10 years, that just looked like something that isnt for me and boy was i wrong. mad max fury road follows a group of unknown people of each other, trying to find a way to fulfill hopes and dreams. while i have not seen the original 3 movies, the story is still really understandable, however i must say, i definitely was a bit lost the first 10-15 minutes. mad max fury road has some of the most impressive practical effects ever put to screen, combine that was sublime vfx and you get some of the most gripping action ever. while mad max fury road has build its reputation of being an action movie, the movie certainly has so much more to offer storywise. george miller his direction is fantastic, very stylisch editing and colors, but still remaining it grounded. the movie has some top notch make-up and hairstyling, score and incredible sound design and mixing. mad max fury road is definitely one i will be revisiting in the future, however then i am going to check the older movies out as well!",positive
No Name,5.0,"it's a crazy and grand movie, mad max: fury road, the 4th one, a 2015 australian post-apocalyptic action film co-written, co-produced, and directed by george miller  ao...  this stars, tom hardy as the leading character, mad and also charlize theron as the brilliant actress...",positive
No Name,5.0,this movie is the definition of crazy and done right.,positive
No Name,3.0,"just recently watched it for the first time. it kept replaying on one channel. it was pretty good. i know about the original mad max films, but i've never watched one the entire way through. it piqued my interest in the franchise as a whole, so i would call that a success.",positive
No Name,5.0,absolutely phenomenal.,positive
No Name,5.0,"a spectacular and innovative addition to the mad max franchise, easily the best of them with its larger and more dramatic look and plot.",positive
No Name,5.0,"my absolute favorite movie of all time. from the first shot to the last it is a bizarre (in all the best ways), high-octane chase scene which also effectively portrays character motivation and real bonding between the leads. the most amazing part of the film is that all the stunts are practical effects - not cgi. of course, the dust storm scene has cgi, but the motorcycles, the monster trucks, the explosions, the running back and forth on the big-rig: all of is done as real stunts, and they look great. best action movie, best chase film, ever made. just sit back and enjoy. and don't worry about understanding the dialog. there isn't any.  ;)",positive
No Name,5.0,"um dos melhores filmes de ação dos últimos tempos. é uma categoria de longa metragem que já estava devendo qualidade, mas conseguiu se redimir com essa pérola. destaque para a ""teoria de internet"" em que coloca o max de tom hardy com um vínculo muito mais profundo com o max de mel gibson.",positive
No Name,4.5,one of the best movies made this long after the originals. creative and amazing effects,positive
No Name,5.0,absolutely iconic! um clássico instantâneo,positive
No Name,5.0,a spectacle that i'm so thankful i saw in theaters.🔥,positive
No Name,5.0,top 20 best movies ever.,positive
No Name,5.0,"the best movie ever made! with the best directing from george miller! plus, the best editing ever done in a movie! also, the best production design ever made in a movie! as well as the best makeup and hairstyling ever done in a movie! not to mention the best sound mixing ever done in a movie! not only that, but the best sound editing ever done in a movie! and the best stunt coordination ever done in a movie!",positive
No Name,5.0,"with tight direction and a fresh story, fury road brings mad max back in what is its most well-crafted, exciting and magnificent installment that goes mad in its action and never gives up.",positive
No Name,3.5,"'max max: fury road' was a thunderously engaging film, including non-stop action and stunning aesthetics. but, although the film had so much potential, it ultimately fell short. i wanted the movie to work so much, but it couldn't deliver a proper story in the end. this picture could be seen as what happens in a child's imagination after watching 'the book of eli.' the characters lack adequate motivations and are somewhat restricted by the script. we know very little of their stories or how things came to be, but if you care little for understanding a film and would rather watch skull-crushing non-stop action, with stunning editing, and 'lord of the rings' level costume and set design, this is the picture for you.",positive
No Name,1.0,worst of the franchise was mad max even in it,negative
No Name,4.5,"great reboot of mad max. it worked because of the george miller's top notch cinematography and the stellar all star cast: tom hardy, charlize theron, zoe kravitz, riley keough... if you didn't get to see this movie in the theaters, you definitely missed out on a masterpiece because miller created special visual/audio effects that only works in theater.",positive
No Name,0.5,a pointless movie. lots of car wrecks and blood and failed attempts at artistry.,negative
No Name,2.0,"big on stunts and effects weak on acting, dialogue, world or character building. simply watch for the stunts but if you are looking for something interesting, seek life elsewhere",negative
No Name,2.5,"i truly don’t understand the acclaim for this one. there is little to no exploration of the struggle the world is going through at this time. not does it even hesitate to explore into any of the character’s backstories. we’re just thrown into the plot very quickly with balls to the walls action from start to finish. the action was top notch and the scenery of the desolate world was cool. i just didn’t connect to the characters or any aspect of the plot, leaving this one ringing hollow for me",negative
No Name,5.0,possibly my favorite movie of all time. could not recommend more highly.,positive
No Name,5.0,a masterpiece from start to finish. a simple plot that tells a thousand stories. stuntwork unparalleled. if you like action even a little bit you have to see this movie. this movie has zero flaws.,positive
No Name,4.0,"how the original mad max might have looked with a big budget and modern technology. action scenes are great, sound design and visuals are a+. however, the soundtrack is very unmemorable, and i don't know if hardy works as max, at least if you prefer the original version of the character.",negative
No Name,5.0,"honestly, when i saw the movie's cover i was skeptical and when i fired it up on hbo, it grabbed me from the very beginning.   there was not a single moment of the movie where i was bored. i would totally recommend it.",positive
MD,2.5,"sorry all ! watch the original mad max movies with mel gibson instead,,,they are much better than this. charlize is good, hardy is nonexistent…and one long chase is a bit overkill. road warrior is sooooooo much better!",negative
No Name,3.5,"film d'azione da manuale. probabilmente uno dei film d'azione meglio riusciti. messa in scena unica, con costumi incredibili, sceneggiatura perfettamente allineata al contesto scenografico, gran cast, con un tom hardy a livelli molto alti. un george miller in grande spolvero.",positive
No Name,4.0,entertaining movie. plot was mediocre but the action and characters got us through to the end. the cast did a great job in their roles and delivered some good characters,positive
No Name,3.5,"tom hardy, no doubt, has a powerful presence, but it seems that cherlize theron dominated the movie, which puzzles me as to why the title ""mad max: fury road."" it should have been called ""mad furiosa: fury road."" hopefully, tom hardy will do another sequel and it will be more about his character! otherwise, don't entitle the movie mad max! he's amazing to watch and very entertaining but it seems to me he took a backseat in this one. nothing against theron but now i can understand why there may have been some conflict between the two of them. theron is an amazing performer but i was hoping to see more of hardy. just my opinion! kudos should go out to the rest of the cast, though. they were all wonderful and i can understand theron being frustrated making this movie because all i saw was desert and more desert. i would have gone berserk! however, i would hope that mel gibson would be proud of hardy for what he was able to contribute to this movie!",negative
No Name,0.5,"this movie was not as advertised!  no real character development, bad special effects, and a huge bait and switch.  people wanted a mad max movie not a charlie theron action movie!  i can't believe this shit has such a high score on this site!!!",negative
No Name,3.5,"premise and execution more ridiculous than waterworld, but a very entertaining action movie if you don't think too hard about the australian coast being only max 66.7 hours away at 30 kmph. 6.8/10 - not quite good but more than adequate.",positive
No Name,4.5,"yeah, this is better than cats.",positive
No Name,3.0,"the acting was solid. strong performances from everyone. however, it was sad to see the title character take a backseat in his own movie. the movie should have been called furiosa.",negative
No Name,3.5,"gorgeous visuals paired with non-stop action that was well choreographed, it's guaranteed to be a good time but nothing past that. the acting is very mid, as whilst it's not bad there's nothing specially unique or memorable about it, with even tom hardy admitting to not trying very hard during press conferences. the action is of course the highlight, and it's full of unique and memorable moments, just nothing that can redeem the pretty basic story of a point to point end goal, as everything that aren't fights or battles feel like exposition for the fights, leading to the ending and any attempt at emotion feeling lost as it comes off as too forced and i just can't care much about the characters other than max and furiosa.",negative
No Name,4.5,"as an audio/video set piece, it succeeds with great splendor.  i applaud the method of storytelling, using visuals and minor character dialog to explain things instead of railroading the viewer into forced storytelling where every single thing has to be spelled out.  they leave things up to interpretation, as more movies should.  let people internalize things differently, sometimes that can be more interesting and feels more personal.  i feel strongly compelled to re-buy this movie in 4k, the visuals were already fantastic in 1080p but i can only imagine in hdr.  also this movie has some incredible atmos implementation, don't skip this if you're a home theater enthusiast!",positive
No Name,4.5,charlize theron is amazing in the lead role and the movie keeps you at the edge of your screen right till the end. direction is good and so is the writing.,positive
No Name,0.5,"movie had absolutely no plot at all, script was horrible, and the acting was very bad. i have no idea how there are this many good ratings for such a horrible movie",negative
No Name,5.0,it was part way through when i recognized the form. fury road is an opera - albeit without any singing. the whole valhalla thing; it was wagnerian with music used very effectively. thoroughly enjoyable with some lovely moments of frisson.,positive
No Name,5.0,great visuals and suspense - like all the madmax movies should be. respect for people like george miller that stay true to their vision of an end result.,positive
No Name,5.0,"it is one of the best action movies of all time. beautifully shot, minimal dialogue but still an emotional story, unbelievable stunts. it is definitely in the top 5 action movies ever and for me it is tied for #1 with terminator 2.",positive
No Name,5.0,"masterpiece of cinema, passage, photography, sound and many spectacular details",positive
No Name,5.0,"this is almost a perfect movie.  it is over the top and accepts it, yet still somehow stays serious.  mad max knows what it is and doesn't try to be something different.  visually amazing, and a nice nod to the 80's movies while being its own thing.  loved it.",positive
No Name,5.0,"this movie has non-stop action but its stimulating, energetic and never feels exhausting or monotonous. the score is absolutely breathtaking in tone. watch this one on a big screen with decent audio if you can.",positive
No Name,3.0,"it's really well made and any individual 20 minutes of it are great, but it's also kind of one long action scene and by the end it's really hard to be at all invested.  i probably should have broken this one into chunks and watched it over a few days, i think that's what i'd recommend.",negative
No Name,5.0,an earnest and technically masterful post-apocalyptic action film that's rich in themes and visuals.,positive
No Name,5.0,one of the lifetime.,positive
No Name,4.5,"instant classic. tom hardy is excellent, and the rest of the cast are also all amazing. wonderfully directed and shot.",positive
No Name,5.0,"an action masterpiece. there are a couple of parts during the high adrenalin moments where the cinematography and music are so spot on, i actually tear up. i still cant explain why, but i know when something works, it works.",positive
No Name,5.0,this movie is just gold. action. world building. visuals. acting. sound track. just an amazing must watch film.,positive
No Name,3.0,"mad max delivers as an action movie. but those calling it an ""instant classic"" need to calm down. mad max is a visually imaginative, pulse-pounding spectacle, but it certainly has none of the subtle, all time great acting performances that made films like the godfather true film classics that appeal to nearly everyone. mad max is unique enough to set itself apart from the usual action flick, but the story isn't that great.",positive
No Name,4.0,"the action alone is what makes this movie, which is directed very pristinely for the most part. it really slowed down in the middle but other than that it was entertaining. while i couldn't get behind other characters as much and wasn't entirely on board with the universe and the craziness surrounding it, i didn't feel like i needed to! i still liked tom hardy's character quite a bit though. it's one of the better action movies i've seen for sure!",positive
No Name,5.0,"action! action! action! this movie is just a gift that keeps on giving. a masterpiece, with so much re-watchability.",positive
No Name,5.0,"there is a beauty to this movie that i keep coming back to. an assurance that even a wasteland can be heartbreakingly beautiful, that humanity can exist even in the most dire of circumstances. civilization begins when we stop treating one another as things.",positive
No Name,4.0,probably the greatest action film of all time the film has great action a good story but its problem is development in its characters and its lack of back story,positive
No Name,4.5,"oh boy is this an acquired taste. didn’t much care for it after one viewing but after a rewatch, it became quite apparent that this is an amazing film. 95/100",positive
No Name,2.0,"if you like non-stop action in the form of never ending chases, fiery explosions, savage killings and general mayhem, mad max: fury road is probably right up your alley.  if you like movies with meticulously developed characters, a compelling story and intelligent dialogue, you should probably take a pass on george miller's most recent installment in the franchise.  the stunts and special effects are remarkable and much of the cinematography is excellent, but the continual parade of bodies flying through the air, vehicles exploding in balls of flame and characters mumbling incoherently grows repetitive after a short time, making it an exhausting experience at best.  despite the widespread praise that's been heaped on fury road, it's clearly not for all tastes.",negative
No Name,5.0,"como amante de las películas de acción, esta obra de arte es un ""must"" en la lísta de cualquier cinéfilo. desde principio a fin tiene una dosis extremadamente alta de acción. no hay muchos diálogos... pero a quién le importa cuando no hay tiempo para ellos. fantástica ambientación post-apocaliptica i desarrollo de la trama. sin duda: ¡excelente!",positive
No Name,4.5,the style of this is incredible,positive
No Name,0.5,i love tom hardy but even after watching it for the 4th time i don't understand what's happening,negative
No Name,5.0,mad max: fury road; a critically acclaimed action film that not only breaks away from  standard genre norms but does a near flawless job. the film uses theatrical mise en scene to create a completely unique over the top dystopian world.,positive
No Name,4.5,"great movie! tons of epic action and chase scenes, fantastic and very well developed world building, and some really good characters. very well edited, very good special effects and practical effects, and some very realistically gritty fight scenes that are fun to watch.",positive
No Name,0.5,"this movie is terrible! script, plot, acting, sound design, action sequences are all awful. i'm not getting that 2 1/2 hours of my life back.",negative
No Name,4.5,"man oh man, oh man! what a action-packed, visually stunning ride this was! you never had a chance to catch your breath for scene after scene. this was a real shock to the system. i had seen all the old mad max movies but this one went off like a supernova and keep eating up the screen. my favorite, unexpected, character was the blind heavy metal guitarist flailing the desert during the pursuit with a wall of amps blasting out a battle soundtrack. what a hoot! now the film basically does a full circle -- ending up where it started but what an audacious journey. recommended, but don't let your little kids watch this as it is ultra-perverse violence throughout.",positive
No Name,5.0,greatest. action. movie. ever. made.,positive
No Name,5.0,"the opening monologue given to us by tom hardy is probably one of my top 5 moments in film history. it's so well written and beautifully delivered and it goes so well with what's actually happening on the screen. what a great start to an even greater film!  i think one of the most unique and intriguing things about mad max: fury road as a whole is the way it's filmed. it's beautifully shot but it's very different from other movies. there's times where it'll speed up, and while the dialogue is at normal speed, the scene in the background is at 1.5x speed. super unique and i love it!  this cinematography! good heavens i'm in love with the colors and the angles and the shaky effect… gosh it is so visually pleasing. when i first watched this i didn't quite have my ""directors eye"" (as some might call it) but upon rewatch i'm absolutely in love with the camerawork in every scene. i can't get over this cinematography. the colors are just so stunning, especially when it switches from orange to blue. so so great.  the jumps and transitions between scenes is perfection. the pacing overall is actually amazing and i'd say that this is the most intricately timed film i've seen which makes watching super enjoyable.  i'm also in love with this score. it's at times rock music which gets you hyped but at other times it's an orchestra playing a somber song… perfectly split between exciting and devastating. the music itself is extremely emotional and will bring you into what the characters are feeling whether it be excitement or trauma. let me reiterate this, the score is phenomenal. there's simply no other word to describe it.  an underrated(?) part of this film are the vfx! every time a car would blow up or blood would spill i was blown away by how real it looked. you can tell a lot of time was spent focusing on the visual aspects but especially the visual effects!  no one could direct this the way george miller did. mad max: fury road could only be written, produced, and directed by a mad man, and george miller proved his worth. arguably better than its predecessors, fury road is revolutionary. it's a film that could bring you into the realm of film, as it is perfect in near every aspect. it will make you love cinematography, will show you what a films score can really be, provides a wonderful example of the different forms of acting, and so much more. i somehow forgot how good this film really is. absolutely amazing, 10/10!",positive
